state,city,holc_grade,count_tracts,perc_tracts,state.name,fullname,pop20
IL,Decatur,B,9,0.38,Illinois,"Decatur, Illinois",71857
IL,Decatur,C,6,0.25,Illinois,"Decatur, Illinois",71857
IL,Decatur,D,7,0.29,Illinois,"Decatur, Illinois",71857
CT,New Britain,A,2,0.22,Connecticut,"New Britain, Connecticut",72543
CT,New Britain,B,4,0.44,Connecticut,"New Britain, Connecticut",72543
CT,New Britain,C,2,0.22,Connecticut,"New Britain, Connecticut",72543
CT,New Britain,D,1,0.11,Connecticut,"New Britain, Connecticut",72543
NJ,Camden,A,4,0.11,New Jersey,"Camden, New Jersey",73742
NJ,Camden,B,15,0.39,New Jersey,"Camden, New Jersey",73742
NJ,Camden,C,13,0.34,New Jersey,"Camden, New Jersey",73742
NJ,Camden,D,6,0.16,New Jersey,"Camden, New Jersey",73742
MO,St. Joseph,A,3,0.09,Missouri,"St. Joseph, Missouri",75369
MO,St. Joseph,B,7,0.21,Missouri,"St. Joseph, Missouri",75369
MO,St. Joseph,C,8,0.24,Missouri,"St. Joseph, Missouri",75369
MO,St. Joseph,D,15,0.45,Missouri,"St. Joseph, Missouri",75369
MI,Kalamazoo,A,3,0.07,Michigan,"Kalamazoo, Michigan",76106
MI,Kalamazoo,B,9,0.2,Michigan,"Kalamazoo, Michigan",76106
MI,Kalamazoo,C,24,0.52,Michigan,"Kalamazoo, Michigan",76106
MI,Kalamazoo,D,10,0.22,Michigan,"Kalamazoo, Michigan",76106
WI,Racine,A,1,0.03,Wisconsin,"Racine, Wisconsin",76893
WI,Racine,B,9,0.26,Wisconsin,"Racine, Wisconsin",76893
WI,Racine,C,15,0.43,Wisconsin,"Racine, Wisconsin",76893
WI,Racine,D,10,0.29,Wisconsin,"Racine, Wisconsin",76893
VA,Lynchburg,A,4,0.12,Virginia,"Lynchburg, Virginia",80970
VA,Lynchburg,B,3,0.09,Virginia,"Lynchburg, Virginia",80970
VA,Lynchburg,C,15,0.47,Virginia,"Lynchburg, Virginia",80970
VA,Lynchburg,D,10,0.31,Virginia,"Lynchburg, Virginia",80970
MA,Somerville,B,2,0.25,Massachusetts,"Somerville, Massachusetts",81175
MA,Somerville,C,6,0.75,Massachusetts,"Somerville, Massachusetts",81175
IA,Sioux City,A,1,0.05,Iowa,"Sioux City, Iowa",82535
IA,Sioux City,B,4,0.18,Iowa,"Sioux City, Iowa",82535
IA,Sioux City,C,10,0.45,Iowa,"Sioux City, Iowa",82535
IA,Sioux City,D,7,0.32,Iowa,"Sioux City, Iowa",82535
NJ,Atlantic City,A,2,0.07,New Jersey,"Atlantic City, New Jersey",85201
NJ,Atlantic City,B,7,0.26,New Jersey,"Atlantic City, New Jersey",85201
NJ,Atlantic City,C,15,0.56,New Jersey,"Atlantic City, New Jersey",85201
NJ,Atlantic City,D,3,0.11,New Jersey,"Atlantic City, New Jersey",85201
MN,Duluth,A,4,0.12,Minnesota,"Duluth, Minnesota",85852
MN,Duluth,B,7,0.21,Minnesota,"Duluth, Minnesota",85852
MN,Duluth,C,13,0.39,Minnesota,"Duluth, Minnesota",85852
MN,Duluth,D,8,0.24,Minnesota,"Duluth, Minnesota",85852
MN,Duluth,E,1,0.03,Minnesota,"Duluth, Minnesota",85852
UT,Ogden,A,3,0.13,Utah,"Ogden, Utah",87175
UT,Ogden,B,6,0.26,Utah,"Ogden, Utah",87175
UT,Ogden,C,5,0.22,Utah,"Ogden, Utah",87175
UT,Ogden,D,9,0.39,Utah,"Ogden, Utah",87175
NC,Asheville,A,3,0.14,North Carolina,"Asheville, North Carolina",92328
NC,Asheville,B,10,0.48,North Carolina,"Asheville, North Carolina",92328
NC,Asheville,C,4,0.19,North Carolina,"Asheville, North Carolina",92328
NC,Asheville,D,4,0.19,North Carolina,"Asheville, North Carolina",92328
MA,Quincy,B,6,0.55,Massachusetts,"Quincy, Massachusetts",94389
MA,Quincy,C,4,0.36,Massachusetts,"Quincy, Massachusetts",94389
MA,Quincy,D,1,0.09,Massachusetts,"Quincy, Massachusetts",94389
MI,Flint,A,2,0.04,Michigan,"Flint, Michigan",95999
MI,Flint,B,7,0.14,Michigan,"Flint, Michigan",95999
MI,Flint,C,18,0.36,Michigan,"Flint, Michigan",95999
MI,Flint,D,23,0.46,Michigan,"Flint, Michigan",95999
CA,San Francisco,A,13,0.13,California,"San Francisco, California",96219
CA,San Francisco,B,36,0.37,California,"San Francisco, California",96219
CA,San Francisco,C,31,0.32,California,"San Francisco, California",96219
CA,San Francisco,D,17,0.18,California,"San Francisco, California",96219
NY,Albany,A,6,0.21,New York,"Albany, New York",96860
NY,Albany,B,7,0.25,New York,"Albany, New York",96860
NY,Albany,C,9,0.32,New York,"Albany, New York",96860
NY,Albany,D,6,0.21,New York,"Albany, New York",96860
VA,Roanoke,A,4,0.12,Virginia,"Roanoke, Virginia",99122
VA,Roanoke,B,5,0.16,Virginia,"Roanoke, Virginia",99122
VA,Roanoke,C,14,0.44,Virginia,"Roanoke, Virginia",99122
VA,Roanoke,D,9,0.28,Virginia,"Roanoke, Virginia",99122
IA,Davenport,A,2,0.08,Iowa,"Davenport, Iowa",102199
IA,Davenport,B,7,0.29,Iowa,"Davenport, Iowa",102199
IA,Davenport,C,11,0.46,Iowa,"Davenport, Iowa",102199
IA,Davenport,D,4,0.17,Iowa,"Davenport, Iowa",102199
IN,South Bend,A,6,0.14,Indiana,"South Bend, Indiana",102686
IN,South Bend,B,13,0.3,Indiana,"South Bend, Indiana",102686
IN,South Bend,C,13,0.3,Indiana,"South Bend, Indiana",102686
IN,South Bend,D,11,0.26,Indiana,"South Bend, Indiana",102686
CT,Waterbury,A,1,0.07,Connecticut,"Waterbury, Connecticut",107841
CT,Waterbury,B,5,0.33,Connecticut,"Waterbury, Connecticut",107841
CT,Waterbury,C,7,0.47,Connecticut,"Waterbury, Connecticut",107841
CT,Waterbury,D,2,0.13,Connecticut,"Waterbury, Connecticut",107841
CO,Pueblo,A,6,0.19,Colorado,"Pueblo, Colorado",111776
CO,Pueblo,B,7,0.22,Colorado,"Pueblo, Colorado",111776
CO,Pueblo,C,9,0.28,Colorado,"Pueblo, Colorado",111776
CO,Pueblo,D,10,0.31,Colorado,"Pueblo, Colorado",111776
IL,Peoria,A,4,0.17,Illinois,"Peoria, Illinois",112644
IL,Peoria,B,6,0.26,Illinois,"Peoria, Illinois",112644
IL,Peoria,C,9,0.39,Illinois,"Peoria, Illinois",112644
IL,Peoria,D,4,0.17,Illinois,"Peoria, Illinois",112644
IL,Springfield,A,4,0.13,Illinois,"Springfield, Illinois",115075
IL,Springfield,B,5,0.16,Illinois,"Springfield, Illinois",115075
IL,Springfield,C,7,0.23,Illinois,"Springfield, Illinois",115075
IL,Springfield,D,15,0.48,Illinois,"Springfield, Illinois",115075
MN,Rochester,A,1,0.25,Minnesota,"Rochester, Minnesota",117134
MN,Rochester,B,1,0.25,Minnesota,"Rochester, Minnesota",117134
MN,Rochester,C,1,0.25,Minnesota,"Rochester, Minnesota",117134
MN,Rochester,D,1,0.25,Minnesota,"Rochester, Minnesota",117134
TX,Beaumont,A,3,0.14,Texas,"Beaumont, Texas",117321
TX,Beaumont,B,7,0.32,Texas,"Beaumont, Texas",117321
TX,Beaumont,C,4,0.18,Texas,"Beaumont, Texas",117321
TX,Beaumont,D,6,0.27,Texas,"Beaumont, Texas",117321
TX,Beaumont,NA,2,0.09,Texas,"Beaumont, Texas",117321
MI,Lansing,A,1,0.25,Michigan,"Lansing, Michigan",117488
MI,Lansing,B,1,0.25,Michigan,"Lansing, Michigan",117488
MI,Lansing,C,1,0.25,Michigan,"Lansing, Michigan",117488
MI,Lansing,D,1,0.25,Michigan,"Lansing, Michigan",117488
MA,Cambridge,A,1,0.06,Massachusetts,"Cambridge, Massachusetts",117822
MA,Cambridge,B,7,0.44,Massachusetts,"Cambridge, Massachusetts",117822
MA,Cambridge,C,6,0.38,Massachusetts,"Cambridge, Massachusetts",117822
MA,Cambridge,D,2,0.12,Massachusetts,"Cambridge, Massachusetts",117822
IN,Evansville,A,2,0.08,Indiana,"Evansville, Indiana",118414
IN,Evansville,B,3,0.12,Indiana,"Evansville, Indiana",118414
IN,Evansville,C,12,0.5,Indiana,"Evansville, Indiana",118414
IN,Evansville,D,7,0.29,Indiana,"Evansville, Indiana",118414
CT,Hartford,A,8,0.3,Connecticut,"Hartford, Connecticut",122549
CT,Hartford,B,6,0.22,Connecticut,"Hartford, Connecticut",122549
CT,Hartford,C,10,0.37,Connecticut,"Hartford, Connecticut",122549
CT,Hartford,D,3,0.11,Connecticut,"Hartford, Connecticut",122549
KS,Topeka,A,7,0.17,Kansas,"Topeka, Kansas",125819
KS,Topeka,B,8,0.2,Kansas,"Topeka, Kansas",125819
KS,Topeka,C,10,0.24,Kansas,"Topeka, Kansas",125819
KS,Topeka,D,16,0.39,Kansas,"Topeka, Kansas",125819
CT,"Stamford, Darien, and New Canaan",A,8,0.3,Connecticut,"Stamford, Darien, and New Canaan, Connecticut",130057
CT,"Stamford, Darien, and New Canaan",B,10,0.37,Connecticut,"Stamford, Darien, and New Canaan, Connecticut",130057
CT,"Stamford, Darien, and New Canaan",C,6,0.22,Connecticut,"Stamford, Darien, and New Canaan, Connecticut",130057
CT,"Stamford, Darien, and New Canaan",D,3,0.11,Connecticut,"Stamford, Darien, and New Canaan, Connecticut",130057
CT,New Haven,A,8,0.17,Connecticut,"New Haven, Connecticut",130381
CT,New Haven,B,10,0.21,Connecticut,"New Haven, Connecticut",130381
CT,New Haven,C,20,0.43,Connecticut,"New Haven, Connecticut",130381
CT,New Haven,D,9,0.19,Connecticut,"New Haven, Connecticut",130381
SC,Columbia,A,7,0.21,South Carolina,"Columbia, South Carolina",134057
SC,Columbia,B,9,0.27,South Carolina,"Columbia, South Carolina",134057
SC,Columbia,C,10,0.3,South Carolina,"Columbia, South Carolina",134057
SC,Columbia,D,7,0.21,South Carolina,"Columbia, South Carolina",134057
TX,Waco,A,4,0.16,Texas,"Waco, Texas",137779
TX,Waco,B,6,0.24,Texas,"Waco, Texas",137779
TX,Waco,C,10,0.4,Texas,"Waco, Texas",137779
TX,Waco,D,5,0.2,Texas,"Waco, Texas",137779
OH,Dayton,A,7,0.15,Ohio,"Dayton, Ohio",140444
OH,Dayton,B,11,0.23,Ohio,"Dayton, Ohio",140444
OH,Dayton,C,15,0.32,Ohio,"Dayton, Ohio",140444
OH,Dayton,D,14,0.3,Ohio,"Dayton, Ohio",140444
NY,Syracuse,A,5,0.1,New York,"Syracuse, New York",142553
NY,Syracuse,B,19,0.39,New York,"Syracuse, New York",142553
NY,Syracuse,C,19,0.39,New York,"Syracuse, New York",142553
NY,Syracuse,D,6,0.12,New York,"Syracuse, New York",142553
GA,Savannah,A,3,0.12,Georgia,"Savannah, Georgia",145492
GA,Savannah,B,8,0.32,Georgia,"Savannah, Georgia",145492
GA,Savannah,C,4,0.16,Georgia,"Savannah, Georgia",145492
GA,Savannah,D,8,0.32,Georgia,"Savannah, Georgia",145492
GA,Savannah,E,2,0.08,Georgia,"Savannah, Georgia",145492
IL,Joliet,A,1,0.03,Illinois,"Joliet, Illinois",147323
IL,Joliet,B,8,0.25,Illinois,"Joliet, Illinois",147323
IL,Joliet,C,14,0.44,Illinois,"Joliet, Illinois",147323
IL,Joliet,D,9,0.28,Illinois,"Joliet, Illinois",147323
IL,Rockford,A,6,0.19,Illinois,"Rockford, Illinois",147441
IL,Rockford,B,7,0.22,Illinois,"Rockford, Illinois",147441
IL,Rockford,C,9,0.28,Illinois,"Rockford, Illinois",147441
IL,Rockford,D,10,0.31,Illinois,"Rockford, Illinois",147441
MS,Jackson,A,4,0.16,Mississippi,"Jackson, Mississippi",163778
MS,Jackson,B,7,0.28,Mississippi,"Jackson, Mississippi",163778
MS,Jackson,C,8,0.32,Mississippi,"Jackson, Mississippi",163778
MS,Jackson,D,6,0.24,Mississippi,"Jackson, Mississippi",163778
MO,Springfield,A,2,0.09,Missouri,"Springfield, Missouri",167601
MO,Springfield,B,3,0.13,Missouri,"Springfield, Missouri",167601
MO,Springfield,C,10,0.43,Missouri,"Springfield, Missouri",167601
MO,Springfield,D,8,0.35,Missouri,"Springfield, Missouri",167601
NC,Charlotte,A,3,0.09,North Carolina,"Charlotte, North Carolina",169177
NC,Charlotte,B,7,0.21,North Carolina,"Charlotte, North Carolina",169177
NC,Charlotte,C,13,0.38,North Carolina,"Charlotte, North Carolina",169177
NC,Charlotte,D,11,0.32,North Carolina,"Charlotte, North Carolina",169177
RI,Providence,A,3,0.12,Rhode Island,"Providence, Rhode Island",179472
RI,Providence,B,9,0.36,Rhode Island,"Providence, Rhode Island",179472
RI,Providence,C,11,0.44,Rhode Island,"Providence, Rhode Island",179472
RI,Providence,D,2,0.08,Rhode Island,"Providence, Rhode Island",179472
VA,Newport News,B,2,0.12,Virginia,"Newport News, Virginia",179582
VA,Newport News,C,6,0.38,Virginia,"Newport News, Virginia",179582
VA,Newport News,D,8,0.5,Virginia,"Newport News, Virginia",179582
TN,Chattanooga,A,4,0.13,Tennessee,"Chattanooga, Tennessee",181370
TN,Chattanooga,B,8,0.26,Tennessee,"Chattanooga, Tennessee",181370
TN,Chattanooga,C,11,0.35,Tennessee,"Chattanooga, Tennessee",181370
TN,Chattanooga,D,8,0.26,Tennessee,"Chattanooga, Tennessee",181370
TN,Knoxville,A,4,0.09,Tennessee,"Knoxville, Tennessee",187487
TN,Knoxville,B,12,0.27,Tennessee,"Knoxville, Tennessee",187487
TN,Knoxville,C,16,0.36,Tennessee,"Knoxville, Tennessee",187487
TN,Knoxville,D,12,0.27,Tennessee,"Knoxville, Tennessee",187487
LA,Shreveport,A,2,0.08,Louisiana,"Shreveport, Louisiana",189890
LA,Shreveport,B,4,0.15,Louisiana,"Shreveport, Louisiana",189890
LA,Shreveport,C,10,0.38,Louisiana,"Shreveport, Louisiana",189890
LA,Shreveport,D,10,0.38,Louisiana,"Shreveport, Louisiana",189890
AL,Mobile,A,6,0.17,Alabama,"Mobile, Alabama",189994
AL,Mobile,B,14,0.4,Alabama,"Mobile, Alabama",189994
AL,Mobile,C,9,0.26,Alabama,"Mobile, Alabama",189994
AL,Mobile,D,6,0.17,Alabama,"Mobile, Alabama",189994
GA,Columbus,A,4,0.16,Georgia,"Columbus, Georgia",195418
GA,Columbus,B,7,0.28,Georgia,"Columbus, Georgia",195418
GA,Columbus,C,9,0.36,Georgia,"Columbus, Georgia",195418
GA,Columbus,D,5,0.2,Georgia,"Columbus, Georgia",195418
OH,Akron,A,11,0.16,Ohio,"Akron, Ohio",197375
OH,Akron,B,19,0.28,Ohio,"Akron, Ohio",197375
OH,Akron,C,24,0.36,Ohio,"Akron, Ohio",197375
OH,Akron,D,13,0.19,Ohio,"Akron, Ohio",197375
AR,Little Rock,A,5,0.14,Arkansas,"Little Rock, Arkansas",198067
AR,Little Rock,B,12,0.34,Arkansas,"Little Rock, Arkansas",198067
AR,Little Rock,C,10,0.29,Arkansas,"Little Rock, Arkansas",198067
AR,Little Rock,D,8,0.23,Arkansas,"Little Rock, Arkansas",198067
AL,Montgomery,A,3,0.16,Alabama,"Montgomery, Alabama",199054
AL,Montgomery,B,3,0.16,Alabama,"Montgomery, Alabama",199054
AL,Montgomery,C,6,0.32,Alabama,"Montgomery, Alabama",199054
AL,Montgomery,D,7,0.37,Alabama,"Montgomery, Alabama",199054
TX,Amarillo,A,3,0.15,Texas,"Amarillo, Texas",199225
TX,Amarillo,B,2,0.1,Texas,"Amarillo, Texas",199225
TX,Amarillo,C,6,0.3,Texas,"Amarillo, Texas",199225
TX,Amarillo,D,9,0.45,Texas,"Amarillo, Texas",199225
IL,Aurora,A,2,0.09,Illinois,"Aurora, Illinois",199326
IL,Aurora,B,5,0.23,Illinois,"Aurora, Illinois",199326
IL,Aurora,C,6,0.27,Illinois,"Aurora, Illinois",199326
IL,Aurora,D,9,0.41,Illinois,"Aurora, Illinois",199326
MI,Grand Rapids,A,6,0.1,Michigan,"Grand Rapids, Michigan",199417
MI,Grand Rapids,B,20,0.33,Michigan,"Grand Rapids, Michigan",199417
MI,Grand Rapids,C,28,0.46,Michigan,"Grand Rapids, Michigan",199417
MI,Grand Rapids,D,7,0.11,Michigan,"Grand Rapids, Michigan",199417
UT,Salt Lake City,A,4,0.14,Utah,"Salt Lake City, Utah",200133
UT,Salt Lake City,B,7,0.24,Utah,"Salt Lake City, Utah",200133
UT,Salt Lake City,C,9,0.31,Utah,"Salt Lake City, Utah",200133
UT,Salt Lake City,D,9,0.31,Utah,"Salt Lake City, Utah",200133
NY,Rochester,A,12,0.2,New York,"Rochester, New York",206357
NY,Rochester,B,16,0.26,New York,"Rochester, New York",206357
NY,Rochester,C,26,0.43,New York,"Rochester, New York",206357
NY,Rochester,D,7,0.11,New York,"Rochester, New York",206357
AL,Birmingham,A,3,0.05,Alabama,"Birmingham, Alabama",210928
AL,Birmingham,B,16,0.27,Alabama,"Birmingham, Alabama",210928
AL,Birmingham,C,20,0.33,Alabama,"Birmingham, Alabama",210928
AL,Birmingham,D,21,0.35,Alabama,"Birmingham, Alabama",210928
IA,Des Moines,A,7,0.29,Iowa,"Des Moines, Iowa",215408
IA,Des Moines,B,6,0.25,Iowa,"Des Moines, Iowa",215408
IA,Des Moines,C,6,0.25,Iowa,"Des Moines, Iowa",215408
IA,Des Moines,D,5,0.21,Iowa,"Des Moines, Iowa",215408
WA,Tacoma,A,4,0.09,Washington,"Tacoma, Washington",215766
WA,Tacoma,B,10,0.21,Washington,"Tacoma, Washington",215766
WA,Tacoma,C,25,0.53,Washington,"Tacoma, Washington",215766
WA,Tacoma,D,8,0.17,Washington,"Tacoma, Washington",215766
WA,Spokane,A,8,0.15,Washington,"Spokane, Washington",219185
WA,Spokane,B,13,0.25,Washington,"Spokane, Washington",219185
WA,Spokane,C,21,0.4,Washington,"Spokane, Washington",219185
WA,Spokane,D,11,0.21,Washington,"Spokane, Washington",219185
VA,Richmond,A,7,0.15,Virginia,"Richmond, Virginia",229233
VA,Richmond,B,15,0.31,Virginia,"Richmond, Virginia",229233
VA,Richmond,C,14,0.29,Virginia,"Richmond, Virginia",229233
VA,Richmond,D,12,0.25,Virginia,"Richmond, Virginia",229233
VA,Norfolk,A,5,0.05,Virginia,"Norfolk, Virginia",244300
VA,Norfolk,B,16,0.17,Virginia,"Norfolk, Virginia",244300
VA,Norfolk,C,45,0.47,Virginia,"Norfolk, Virginia",244300
VA,Norfolk,D,30,0.31,Virginia,"Norfolk, Virginia",244300
NC,Winston-Salem,A,1,0.04,North Carolina,"Winston-Salem, North Carolina",245787
NC,Winston-Salem,B,5,0.22,North Carolina,"Winston-Salem, North Carolina",245787
NC,Winston-Salem,C,11,0.48,North Carolina,"Winston-Salem, North Carolina",245787
NC,Winston-Salem,D,6,0.26,North Carolina,"Winston-Salem, North Carolina",245787
NY,Buffalo,A,7,0.21,New York,"Buffalo, New York",255805
NY,Buffalo,B,13,0.39,New York,"Buffalo, New York",255805
NY,Buffalo,C,8,0.24,New York,"Buffalo, New York",255805
NY,Buffalo,D,5,0.15,New York,"Buffalo, New York",255805
FL,St. Petersburg,A,5,0.1,Florida,"St. Petersburg, Florida",264001
FL,St. Petersburg,B,9,0.19,Florida,"St. Petersburg, Florida",264001
FL,St. Petersburg,C,20,0.42,Florida,"St. Petersburg, Florida",264001
FL,St. Petersburg,D,14,0.29,Florida,"St. Petersburg, Florida",264001
IN,Fort Wayne,A,5,0.11,Indiana,"Fort Wayne, Indiana",268378
IN,Fort Wayne,B,15,0.32,Indiana,"Fort Wayne, Indiana",268378
IN,Fort Wayne,C,20,0.43,Indiana,"Fort Wayne, Indiana",268378
IN,Fort Wayne,D,7,0.15,Indiana,"Fort Wayne, Indiana",268378
OH,Toledo,A,12,0.15,Ohio,"Toledo, Ohio",275116
OH,Toledo,B,22,0.28,Ohio,"Toledo, Ohio",275116
OH,Toledo,C,35,0.45,Ohio,"Toledo, Ohio",275116
OH,Toledo,D,9,0.12,Ohio,"Toledo, Ohio",275116
NC,Durham,A,5,0.21,North Carolina,"Durham, North Carolina",276341
NC,Durham,B,6,0.25,North Carolina,"Durham, North Carolina",276341
NC,Durham,C,7,0.29,North Carolina,"Durham, North Carolina",276341
NC,Durham,D,6,0.25,North Carolina,"Durham, North Carolina",276341
NE,Lincoln,A,2,0.09,Nebraska,"Lincoln, Nebraska",286388
NE,Lincoln,B,10,0.45,Nebraska,"Lincoln, Nebraska",286388
NE,Lincoln,C,8,0.36,Nebraska,"Lincoln, Nebraska",286388
NE,Lincoln,D,2,0.09,Nebraska,"Lincoln, Nebraska",286388
NC,Greensboro,A,3,0.14,North Carolina,"Greensboro, North Carolina",294395
NC,Greensboro,B,6,0.29,North Carolina,"Greensboro, North Carolina",294395
NC,Greensboro,C,9,0.43,North Carolina,"Greensboro, North Carolina",294395
NC,Greensboro,D,3,0.14,North Carolina,"Greensboro, North Carolina",294395
MO,St. Louis,A,31,0.25,Missouri,"St. Louis, Missouri",304709
MO,St. Louis,B,40,0.32,Missouri,"St. Louis, Missouri",304709
MO,St. Louis,C,39,0.31,Missouri,"St. Louis, Missouri",304709
MO,St. Louis,D,16,0.13,Missouri,"St. Louis, Missouri",304709
MN,St. Paul,A,6,0.17,Minnesota,"St. Paul, Minnesota",305877
MN,St. Paul,B,12,0.33,Minnesota,"St. Paul, Minnesota",305877
MN,St. Paul,C,8,0.22,Minnesota,"St. Paul, Minnesota",305877
MN,St. Paul,D,10,0.28,Minnesota,"St. Paul, Minnesota",305877
CA,Stockton,A,3,0.07,California,"Stockton, California",311103
CA,Stockton,B,15,0.35,California,"Stockton, California",311103
CA,Stockton,C,14,0.33,California,"Stockton, California",311103
CA,Stockton,D,11,0.26,California,"Stockton, California",311103
OH,Cleveland,A,31,0.16,Ohio,"Cleveland, Ohio",383331
OH,Cleveland,B,55,0.29,Ohio,"Cleveland, Ohio",383331
OH,Cleveland,C,76,0.4,Ohio,"Cleveland, Ohio",383331
OH,Cleveland,D,28,0.15,Ohio,"Cleveland, Ohio",383331
KS,Wichita,A,10,0.26,Kansas,"Wichita, Kansas",390566
KS,Wichita,B,5,0.13,Kansas,"Wichita, Kansas",390566
KS,Wichita,C,6,0.16,Kansas,"Wichita, Kansas",390566
KS,Wichita,D,17,0.45,Kansas,"Wichita, Kansas",390566
LA,New Orleans,A,10,0.07,Louisiana,"New Orleans, Louisiana",391249
LA,New Orleans,B,23,0.17,Louisiana,"New Orleans, Louisiana",391249
LA,New Orleans,C,52,0.39,Louisiana,"New Orleans, Louisiana",391249
LA,New Orleans,D,49,0.37,Louisiana,"New Orleans, Louisiana",391249
FL,Tampa,A,4,0.17,Florida,"Tampa, Florida",395912
FL,Tampa,B,5,0.21,Florida,"Tampa, Florida",395912
FL,Tampa,C,9,0.38,Florida,"Tampa, Florida",395912
FL,Tampa,D,6,0.25,Florida,"Tampa, Florida",395912
OK,Tulsa,A,7,0.33,Oklahoma,"Tulsa, Oklahoma",402441
OK,Tulsa,B,4,0.19,Oklahoma,"Tulsa, Oklahoma",402441
OK,Tulsa,C,6,0.29,Oklahoma,"Tulsa, Oklahoma",402441
OK,Tulsa,D,4,0.19,Oklahoma,"Tulsa, Oklahoma",402441
MN,Minneapolis,A,14,0.2,Minnesota,"Minneapolis, Minnesota",424536
MN,Minneapolis,B,22,0.31,Minnesota,"Minneapolis, Minnesota",424536
MN,Minneapolis,C,20,0.29,Minnesota,"Minneapolis, Minnesota",424536
MN,Minneapolis,D,14,0.2,Minnesota,"Minneapolis, Minnesota",424536
FL,Miami,A,15,0.2,Florida,"Miami, Florida",461080
FL,Miami,B,25,0.34,Florida,"Miami, Florida",461080
FL,Miami,C,21,0.28,Florida,"Miami, Florida",461080
FL,Miami,D,13,0.18,Florida,"Miami, Florida",461080
NE,Omaha,A,1,0.11,Nebraska,"Omaha, Nebraska",479529
NE,Omaha,B,2,0.22,Nebraska,"Omaha, Nebraska",479529
NE,Omaha,C,3,0.33,Nebraska,"Omaha, Nebraska",479529
NE,Omaha,D,3,0.33,Nebraska,"Omaha, Nebraska",479529
GA,Atlanta,A,9,0.08,Georgia,"Atlanta, Georgia",497642
GA,Atlanta,B,28,0.25,Georgia,"Atlanta, Georgia",497642
GA,Atlanta,C,42,0.38,Georgia,"Atlanta, Georgia",497642
GA,Atlanta,D,32,0.29,Georgia,"Atlanta, Georgia",497642
CA,Sacramento,A,3,0.05,California,"Sacramento, California",503482
CA,Sacramento,B,16,0.29,California,"Sacramento, California",503482
CA,Sacramento,C,30,0.54,California,"Sacramento, California",503482
CA,Sacramento,D,7,0.12,California,"Sacramento, California",503482
WI,Milwaukee Co.,A,10,0.09,Wisconsin,"Milwaukee Co., Wisconsin",592649
WI,Milwaukee Co.,B,29,0.26,Wisconsin,"Milwaukee Co., Wisconsin",592649
WI,Milwaukee Co.,C,49,0.44,Wisconsin,"Milwaukee Co., Wisconsin",592649
WI,Milwaukee Co.,D,24,0.21,Wisconsin,"Milwaukee Co., Wisconsin",592649
MD,Baltimore,A,6,0.1,Maryland,"Baltimore, Maryland",602274
MD,Baltimore,B,22,0.37,Maryland,"Baltimore, Maryland",602274
MD,Baltimore,C,22,0.37,Maryland,"Baltimore, Maryland",602274
MD,Baltimore,D,9,0.15,Maryland,"Baltimore, Maryland",602274
OK,Oklahoma City,A,13,0.14,Oklahoma,"Oklahoma City, Oklahoma",649821
OK,Oklahoma City,B,12,0.13,Oklahoma,"Oklahoma City, Oklahoma",649821
OK,Oklahoma City,C,32,0.36,Oklahoma,"Oklahoma City, Oklahoma",649821
OK,Oklahoma City,D,33,0.37,Oklahoma,"Oklahoma City, Oklahoma",649821
OR,Portland,A,16,0.17,Oregon,"Portland, Oregon",650380
OR,Portland,B,30,0.33,Oregon,"Portland, Oregon",650380
OR,Portland,C,37,0.4,Oregon,"Portland, Oregon",650380
OR,Portland,D,9,0.1,Oregon,"Portland, Oregon",650380
TN,Memphis,A,7,0.27,Tennessee,"Memphis, Tennessee",650910
TN,Memphis,B,8,0.31,Tennessee,"Memphis, Tennessee",650910
TN,Memphis,C,8,0.31,Tennessee,"Memphis, Tennessee",650910
TN,Memphis,D,3,0.12,Tennessee,"Memphis, Tennessee",650910
MI,Detroit,A,15,0.06,Michigan,"Detroit, Michigan",672351
MI,Detroit,B,39,0.16,Michigan,"Detroit, Michigan",672351
MI,Detroit,C,122,0.51,Michigan,"Detroit, Michigan",672351
MI,Detroit,D,62,0.26,Michigan,"Detroit, Michigan",672351
TX,El Paso,A,4,0.17,Texas,"El Paso, Texas",679879
TX,El Paso,B,6,0.26,Texas,"El Paso, Texas",679879
TX,El Paso,C,6,0.26,Texas,"El Paso, Texas",679879
TX,El Paso,D,7,0.3,Texas,"El Paso, Texas",679879
CO,Denver,A,6,0.11,Colorado,"Denver, Colorado",715878
CO,Denver,B,12,0.22,Colorado,"Denver, Colorado",715878
CO,Denver,C,20,0.37,Colorado,"Denver, Colorado",715878
CO,Denver,D,16,0.3,Colorado,"Denver, Colorado",715878
WA,Seattle,A,12,0.2,Washington,"Seattle, Washington",741251
WA,Seattle,B,19,0.32,Washington,"Seattle, Washington",741251
WA,Seattle,C,18,0.3,Washington,"Seattle, Washington",741251
WA,Seattle,D,11,0.18,Washington,"Seattle, Washington",741251
IN,Indianapolis,A,5,0.07,Indiana,"Indianapolis, Indiana",869387
IN,Indianapolis,B,17,0.23,Indiana,"Indianapolis, Indiana",869387
IN,Indianapolis,C,24,0.33,Indiana,"Indianapolis, Indiana",869387
IN,Indianapolis,D,27,0.37,Indiana,"Indianapolis, Indiana",869387
OH,Columbus,A,8,0.09,Ohio,"Columbus, Ohio",889079
OH,Columbus,B,32,0.35,Ohio,"Columbus, Ohio",889079
